hcp_id,specialty,territory_id,region,city_tier,years_in_practice,monthly_patient_volume,category_awareness,brand_awareness,recommendation_rate,digital_engagement,rep_visits_last_quarter,pre_recall_prescriber,competitor_preference
HCP01560,Pediatrician,TR24,South,T1,26,398.0,4,4,0.183,0.267,5,False,Arachitol Kids
HCP01561,Pediatrician,TR16,West,T1,28,632.0,4,5,0.475,0.449,6,False,D3 Must Forte
HCP01562,Pediatrician,TR10,North,T2,11,473.0,5,4,0.186,0.565,5,False,D3 Must Forte
HCP01563,General Practitioner,TR33,East,T2,40,205.0,3,3,0.11,0.11,7,True,D3 Must Forte
HCP01564,Pediatrician,TR12,West,T1,23,154.0,4,2,0.1,0.272,4,False,Kidrich D3 Nano
HCP01565,General Practitioner,TR04,North,T2,6,159.0,4,5,0.091,0.716,2,False,Arachitol Kids
HCP01566,Pediatrician,TR08,North,T2,6,200.0,3,4,0.426,0.718,9,False,D3 Must Forte
HCP01567,General Practitioner,TR12,West,T1,21,194.0,3,5,0.136,0.509,4,False,Arachitol Kids
HCP01568,Obstetrician-Gynecologist,TR19,Central,T2,7,145.0,3,2,0.063,0.996,9,False,D3 Must Forte
HCP01569,Pediatrician,TR02,North,T1,19,245.0,5,3,0.075,0.36,8,False,Arachitol Kids
HCP01570,General Practitioner,TR30,South,T2,20,90.0,4,2,0.038,0.29,8,False,Ultra D3
HCP01571,General Practitioner,TR31,East,T1,9,103.0,4,3,0.251,0.595,3,True,Uprise-D3
HCP01572,General Practitioner,TR13,West,T1,11,225.0,3,3,0.085,0.582,1,False,Uprise-D3
HCP01573,Pediatrician,TR28,South,T1,40,631.0,5,5,0.125,0.124,2,False,Arachitol Kids
HCP01574,General Practitioner,TR23,South,T1,10,80.0,3,3,0.062,0.712,6,True,Arachitol Kids
HCP01575,Pediatrician,TR30,South,T2,13,289.0,2,4,0.102,0.652,5,False,Ultra D3
HCP01576,Pediatrician,TR12,West,T1,24,311.0,5,4,0.176,0.5,3,False,Arachitol Kids
HCP01577,Pediatrician,TR23,South,T1,8,207.0,5,3,0.249,0.706,5,True,Ultra D3
HCP01578,Pediatrician,TR02,North,T1,6,517.0,4,5,0.464,0.708,11,True,D3 Must Forte
HCP01579,Pediatrician,TR01,North,T1,19,178.0,5,4,0.39,0.592,6,False,Uprise-D3
HCP01580,General Practitioner,TR31,East,T1,8,68.0,3,3,0.036,0.398,9,False,Arachitol Kids
HCP01581,General Practitioner,TR12,West,T1,12,120.0,4,3,0.217,0.536,2,True,Uprise-D3
HCP01582,Pediatrician,TR16,West,T1,24,179.0,4,4,0.09,0.187,4,False,Ultra D3
HCP01583,Pediatrician,TR10,North,T2,10,208.0,5,3,0.102,0.602,4,False,Ultra D3
HCP01584,General Practitioner,TR31,East,T1,14,163.0,3,3,0.063,0.248,7,True,Kidrich D3 Nano
HCP01585,Pediatrician,TR14,West,T1,21,227.0,5,4,0.448,0.438,7,True,Arachitol Kids
HCP01586,General Practitioner,TR07,North,T3,9,151.0,2,4,0.165,0.847,3,False,Ultra D3
HCP01587,Pediatrician,TR23,South,T1,10,334.0,4,4,0.18,0.357,4,False,Uprise-D3
HCP01588,Obstetrician-Gynecologist,TR08,North,T2,15,106.0,3,3,0.07,0.893,9,False,Arachitol Kids
HCP01589,Pediatrician,TR11,North,T3,16,178.0,3,1,0.039,0.515,2,True,Uprise-D3
HCP01590,General Practitioner,TR24,South,T1,33,274.0,5,3,0.037,0.224,0,False,Kidrich D3 Nano
HCP01591,Pediatrician,TR34,East,T3,6,281.0,5,4,0.151,0.532,3,True,Ultra D3
HCP01592,Pediatrician,TR27,South,T2,21,101.0,5,4,0.387,0.269,2,True,Arachitol Kids
HCP01593,Neonatologist,TR04,North,T2,16,169.0,4,2,0.144,0.659,8,True,Other / Generic
HCP01594,Obstetrician-Gynecologist,TR13,West,T1,32,133.0,3,3,0.344,0.241,1,True,Uprise-D3
HCP01595,Pediatrician,TR28,South,T1,18,428.0,4,5,0.543,0.419,5,True,Arachitol Kids
HCP01596,Pediatrician,TR12,West,T1,29,282.0,5,4,0.326,0.483,3,True,Ultra D3
HCP01597,Obstetrician-Gynecologist,TR27,South,T2,8,51.0,3,4,0.13,0.859,5,False,Uprise-D3
HCP01598,Pediatrician,TR16,West,T1,16,387.0,4,4,0.162,0.411,1,False,Uprise-D3
HCP01599,Neonatologist,TR31,East,T1,21,91.0,4,3,0.117,0.27,8,True,Other / Generic
HCP01600,Pediatrician,TR14,West,T1,9,468.0,4,3,0.166,0.699,14,False,Arachitol Kids
HCP01601,Pediatrician,TR33,East,T2,15,539.0,4,3,0.074,0.528,5,False,Kidrich D3 Nano
HCP01602,Pediatrician,TR15,West,T2,16,717.0,5,2,0.163,0.622,6,False,Arachitol Kids
HCP01603,Pediatrician,TR26,South,T1,1,410.0,4,2,0.13,0.652,4,True,Arachitol Kids
HCP01604,Pediatrician,TR08,North,T2,6,345.0,4,5,0.426,0.548,5,False,Other / Generic
HCP01605,Pediatrician,TR19,Central,T2,8,303.0,5,3,0.507,0.614,6,True,Arachitol Kids
HCP01606,Obstetrician-Gynecologist,TR13,West,T1,3,94.0,4,2,0.296,,4,True,Arachitol Kids
HCP01607,Pediatrician,TR01,North,T1,26,414.0,5,4,0.196,0.645,6,True,Arachitol Kids
HCP01608,General Practitioner,TR16,West,T1,26,187.0,5,3,0.077,0.543,2,False,Uprise-D3
HCP01609,Pediatrician,TR06,North,T2,33,226.0,3,3,0.406,0.525,8,True,D3 Must Forte
HCP01610,General Practitioner,TR34,East,T3,5,165.0,4,3,0.072,0.699,4,True,Other / Generic
HCP01611,Pediatrician,TR28,South,T1,12,294.0,5,5,0.625,0.766,6,False,Arachitol Kids
HCP01612,General Practitioner,TR27,South,T2,13,243.0,3,4,0.083,0.501,4,False,Kidrich D3 Nano
HCP01613,General Practitioner,TR16,West,T1,3,219.0,3,2,0.089,0.889,3,True,Arachitol Kids
HCP01614,Obstetrician-Gynecologist,TR11,North,T3,17,184.0,4,2,0.056,0.546,9,False,D3 Must Forte
HCP01615,Obstetrician-Gynecologist,TR13,West,T1,21,177.0,5,4,0.079,0.292,2,False,Kidrich D3 Nano
HCP01616,Pediatrician,TR08,North,T2,21,314.0,4,4,0.722,0.378,6,True,No alternative (DePURA loyal)
HCP01617,Pediatrician,TR21,Central,T3,15,214.0,4,4,0.279,0.669,4,False,Kidrich D3 Nano
HCP01618,Pediatrician,TR28,South,T1,6,580.0,5,5,0.78,0.833,6,True,No alternative (DePURA loyal)
HCP01619,General Practitioner,TR07,North,T3,15,76.0,5,3,0.106,0.362,4,True,Arachitol Kids
HCP01620,Pediatrician,TR01,North,T1,10,440.0,5,5,0.629,0.676,5,True,Kidrich D3 Nano
HCP01621,Obstetrician-Gynecologist,TR04,North,T2,5,81.0,4,3,0.049,0.781,1,False,Uprise-D3
HCP01622,Neonatologist,TR16,West,T1,8,221.0,4,2,0.129,0.555,5,True,Uprise-D3
HCP01623,Pediatrician,TR01,North,T1,8,349.0,4,5,0.258,0.457,7,False,Arachitol Kids
HCP01624,Pediatrician,TR15,West,T2,10,565.0,4,3,0.047,0.814,6,False,Arachitol Kids
HCP01625,Pediatrician,TR03,North,T2,15,301.0,5,3,0.558,0.473,7,True,D3 Must Forte
HCP01626,Pediatrician,TR03,North,T2,11,778.0,4,5,0.171,0.704,5,False,Kidrich D3 Nano
HCP01627,Pediatrician,TR26,South,T1,10,281.0,3,5,0.176,0.674,3,False,Kidrich D3 Nano
HCP01628,Pediatrician,TR36,East,T2,11,377.0,5,3,0.178,0.618,11,False,Arachitol Kids
HCP01629,Obstetrician-Gynecologist,TR08,North,T2,6,116.0,4,3,0.353,0.841,14,True,Uprise-D3
HCP01630,General Practitioner,TR09,North,T2,30,130.0,4,3,0.03,0.476,4,False,Uprise-D3
HCP01631,Pediatrician,TR12,West,T1,17,162.0,4,4,0.202,0.494,3,True,Arachitol Kids
HCP01632,Pediatrician,TR28,South,T1,9,360.0,4,5,0.559,0.66,10,False,Kidrich D3 Nano
HCP01633,General Practitioner,TR18,West,T3,20,252.0,3,4,0.15,0.706,8,False,Arachitol Kids
HCP01634,Pediatrician,TR22,Central,T3,10,609.0,5,5,0.421,0.404,9,False,Other / Generic
HCP01635,Obstetrician-Gynecologist,TR20,Central,T2,17,143.0,5,4,0.386,0.652,8,True,Arachitol Kids
HCP01636,Pediatrician,TR33,East,T2,21,401.0,5,4,0.596,0.461,10,True,Uprise-D3
HCP01637,Neonatologist,TR01,North,T1,18,246.0,5,4,0.384,0.501,5,True,Arachitol Kids
HCP01638,General Practitioner,TR05,North,T2,6,162.0,3,4,0.154,0.842,6,False,Other / Generic
HCP01639,Obstetrician-Gynecologist,TR14,West,T1,2,172.0,4,5,0.352,0.69,6,False,Kidrich D3 Nano
HCP01640,General Practitioner,TR17,West,T2,8,90.0,3,2,0.089,0.662,7,True,D3 Must Forte
HCP01641,General Practitioner,TR03,North,T2,15,168.0,3,3,0.22,0.27,6,False,Ultra D3
HCP01642,Pediatrician,TR31,East,T1,5,364.0,4,5,0.335,0.55,8,False,Kidrich D3 Nano
HCP01643,General Practitioner,TR25,South,T3,24,161.0,3,3,0.054,0.603,13,False,D3 Must Forte
HCP01644,General Practitioner,TR33,East,T2,29,118.0,4,3,0.099,0.116,8,False,D3 Must Forte
HCP01645,Pediatrician,TR33,East,T2,18,576.0,4,3,0.262,0.366,2,True,Arachitol Kids
HCP01646,General Practitioner,TR18,West,T3,6,152.0,3,3,0.136,0.925,7,False,Arachitol Kids
HCP01647,Pediatrician,TR30,South,T2,21,487.0,5,3,0.251,0.546,8,False,D3 Must Forte
HCP01648,Pediatrician,TR26,South,T1,32,792.0,4,4,0.117,0.334,8,False,Uprise-D3
HCP01649,Pediatrician,TR14,West,T1,17,692.0,4,3,0.271,0.709,5,False,Uprise-D3
HCP01650,Pediatrician,TR24,South,T1,13,349.0,4,5,0.43,0.3,5,False,Uprise-D3
HCP01651,Pediatrician,TR34,East,T3,5,253.0,5,2,0.046,0.659,3,False,Ultra D3
HCP01652,Obstetrician-Gynecologist,TR27,South,T2,12,63.0,4,3,0.085,,3,False,D3 Must Forte
HCP01653,Pediatrician,TR26,South,T1,9,406.0,5,3,0.173,0.718,4,True,Arachitol Kids
HCP01654,Obstetrician-Gynecologist,TR09,North,T2,24,288.0,5,3,0.073,0.407,7,False,Arachitol Kids
HCP01655,Neonatologist,TR29,South,T2,5,102.0,4,3,0.13,0.592,4,False,Other / Generic
HCP01656,Pediatrician,TR14,West,T1,33,569.0,4,4,0.308,0.195,7,False,Kidrich D3 Nano
HCP01657,General Practitioner,TR24,South,T1,13,76.0,3,4,0.048,0.522,6,False,Uprise-D3
HCP01658,Pediatrician,TR25,South,T3,24,183.0,4,4,0.091,0.342,7,False,Uprise-D3
HCP01659,Obstetrician-Gynecologist,TR19,Central,T2,7,77.0,4,2,0.16,0.59,4,True,Other / Generic
HCP01660,Pediatrician,TR06,North,T2,4,739.0,4,4,0.371,0.933,4,True,Uprise-D3
HCP01661,Pediatrician,TR26,South,T1,12,409.0,4,3,0.323,0.738,4,True,Kidrich D3 Nano
HCP01662,Pediatrician,TR10,North,T2,17,353.0,4,3,0.105,0.503,7,False,D3 Must Forte
HCP01663,General Practitioner,TR11,North,T3,4,182.0,2,4,0.057,0.608,4,False,D3 Must Forte
HCP01664,Pediatrician,TR04,North,T2,7,200.0,4,3,0.223,0.556,3,False,D3 Must Forte
HCP01665,Pediatrician,TR23,South,T1,6,491.0,5,5,0.242,0.55,8,False,Other / Generic
HCP01666,Obstetrician-Gynecologist,TR04,North,T2,15,67.0,4,2,0.092,0.496,8,True,Other / Generic
HCP01667,Pediatrician,TR13,West,T1,11,330.0,5,4,0.091,0.585,1,False,Arachitol Kids
HCP01668,General Practitioner,TR31,East,T1,19,248.0,3,4,0.085,0.523,10,False,Arachitol Kids
HCP01669,General Practitioner,TR16,West,T1,18,117.0,4,3,0.031,0.419,6,False,Kidrich D3 Nano
HCP01670,Pediatrician,TR31,East,T1,12,475.0,4,5,0.32,0.467,4,False,D3 Must Forte
HCP01671,Pediatrician,TR17,West,T2,9,200.0,4,4,0.191,0.519,7,False,Ultra D3
HCP01672,Pediatrician,TR07,North,T3,8,382.0,4,3,0.19,0.613,4,False,Uprise-D3
HCP01673,Neonatologist,TR27,South,T2,15,104.0,4,3,0.4,0.649,4,True,Arachitol Kids
HCP01674,General Practitioner,TR14,West,T1,17,134.0,4,4,0.133,0.621,4,False,Other / Generic
HCP01675,Pediatrician,TR35,East,T2,12,377.0,5,3,0.116,0.715,6,False,D3 Must Forte
HCP01676,Obstetrician-Gynecologist,TR11,North,T3,9,138.0,4,2,0.062,0.73,8,False,Uprise-D3
HCP01677,Pediatrician,TR29,South,T2,7,183.0,4,5,0.531,0.691,2,True,Arachitol Kids
HCP01678,Pediatrician,TR18,West,T3,7,326.0,4,4,0.512,0.731,7,True,D3 Must Forte
HCP01679,Pediatrician,TR30,South,T2,12,265.0,3,5,0.1,0.536,7,False,Ultra D3
HCP01680,General Practitioner,TR07,North,T3,12,133.0,3,2,0.071,0.386,5,False,Uprise-D3
HCP01681,Pediatrician,TR24,South,T1,5,201.0,5,4,0.589,0.569,4,True,Arachitol Kids
HCP01682,General Practitioner,TR03,North,T2,8,147.0,2,5,0.22,0.805,5,False,Arachitol Kids
HCP01683,Pediatrician,TR28,South,T1,19,262.0,5,3,0.165,0.714,4,False,D3 Must Forte
HCP01684,General Practitioner,TR10,North,T2,4,84.0,2,2,0.089,0.916,4,False,Uprise-D3
HCP01685,Obstetrician-Gynecologist,TR16,West,T1,2,73.0,5,2,0.03,0.7,1,False,Uprise-D3
HCP01686,Pediatrician,TR24,South,T1,4,249.0,3,3,0.24,0.433,5,True,Kidrich D3 Nano
HCP01687,Pediatrician,TR16,West,T1,7,430.0,3,4,0.214,0.897,3,False,Other / Generic
HCP01688,General Practitioner,TR28,South,T1,8,187.0,4,2,0.098,0.724,10,False,Arachitol Kids
HCP01689,Pediatrician,TR25,South,T3,19,143.0,4,3,0.322,0.486,7,True,Other / Generic
HCP01690,Pediatrician,TR04,North,T2,10,508.0,4,4,0.204,0.858,10,False,Uprise-D3
HCP01691,General Practitioner,TR28,South,T1,10,183.0,2,3,0.102,0.667,6,False,Arachitol Kids
HCP01692,Pediatrician,TR16,West,T1,17,293.0,5,3,0.384,0.729,5,False,Uprise-D3
HCP01693,General Practitioner,TR23,South,T1,14,71.0,4,4,0.204,0.284,7,True,Arachitol Kids
HCP01694,Pediatrician,TR09,North,T2,19,315.0,3,4,0.211,0.329,5,False,Ultra D3
HCP01695,Pediatrician,TR16,West,T1,14,256.0,4,4,0.354,0.454,3,True,Other / Generic
HCP01696,General Practitioner,TR28,South,T1,18,187.0,3,3,0.058,1.0,6,False,Arachitol Kids
HCP01697,General Practitioner,TR33,East,T2,30,151.0,4,3,0.174,0.443,1,False,D3 Must Forte
HCP01698,Pediatrician,TR33,East,T2,15,487.0,4,5,0.248,0.276,2,False,Arachitol Kids
HCP01699,Pediatrician,TR26,South,T1,20,272.0,4,3,0.181,0.647,4,False,Arachitol Kids
HCP01700,Pediatrician,TR02,North,T1,25,349.0,5,5,0.633,0.578,11,True,No alternative (DePURA loyal)
HCP01701,Pediatrician,TR16,West,T1,21,359.0,4,4,0.233,0.64,1,True,Other / Generic
HCP01702,Neonatologist,TR08,North,T2,40,215.0,4,4,0.378,0.255,7,True,Other / Generic
HCP01703,Pediatrician,TR26,South,T1,12,671.0,3,3,0.128,0.525,2,True,Other / Generic
HCP01704,General Practitioner,TR05,North,T2,28,91.0,3,2,0.016,0.486,4,False,D3 Must Forte
HCP01705,Pediatrician,TR36,East,T2,7,338.0,5,3,0.081,0.67,4,False,Kidrich D3 Nano
HCP01706,Pediatrician,TR08,North,T2,18,996.0,4,5,0.293,0.505,5,False,Ultra D3
HCP01707,General Practitioner,TR01,North,T1,17,52.0,4,3,0.087,0.602,6,True,Arachitol Kids
HCP01708,General Practitioner,TR30,South,T2,32,187.0,4,2,0.109,0.441,10,False,Ultra D3
HCP01709,Pediatrician,TR08,North,T2,17,231.0,4,4,0.485,0.413,9,True,Arachitol Kids
HCP01710,Pediatrician,TR01,North,T1,17,240.0,4,5,0.604,0.791,7,True,No alternative (DePURA loyal)
HCP01711,Pediatrician,TR20,Central,T2,21,178.0,5,2,0.312,0.536,10,True,D3 Must Forte
HCP01712,Pediatrician,TR35,East,T2,7,382.0,5,3,0.073,0.725,4,False,Kidrich D3 Nano
HCP01713,General Practitioner,TR12,West,T1,13,98.0,3,3,0.062,0.449,4,False,Uprise-D3
HCP01714,Pediatrician,TR15,West,T2,9,178.0,5,5,0.498,0.574,4,False,D3 Must Forte
HCP01715,Pediatrician,TR10,North,T2,7,378.0,4,4,0.301,0.655,7,False,Arachitol Kids
HCP01716,Pediatrician,TR21,Central,T3,13,252.0,4,4,0.074,0.34,3,False,D3 Must Forte
HCP01717,Obstetrician-Gynecologist,TR13,West,T1,4,97.0,4,2,0.075,0.588,7,False,Arachitol Kids
HCP01718,Pediatrician,TR23,South,T1,9,523.0,4,4,0.165,0.729,13,False,Uprise-D3
HCP01719,General Practitioner,TR16,West,T1,10,129.0,3,3,0.151,0.793,5,True,Uprise-D3
HCP01720,Pediatrician,TR33,East,T2,28,435.0,5,4,0.472,0.637,6,False,Kidrich D3 Nano
HCP01721,Pediatrician,TR24,South,T1,13,223.0,4,4,0.359,0.579,5,False,Arachitol Kids
HCP01722,Pediatrician,TR25,South,T3,9,221.0,5,2,0.561,0.661,11,False,Arachitol Kids
HCP01723,General Practitioner,TR17,West,T2,12,168.0,4,5,0.232,0.538,5,False,D3 Must Forte
HCP01724,Pediatrician,TR12,West,T1,16,224.0,5,3,0.108,0.72,2,False,D3 Must Forte
HCP01725,Neonatologist,TR13,West,T1,10,553.0,4,3,0.39,0.722,8,True,D3 Must Forte
HCP01726,Pediatrician,TR18,West,T3,14,377.0,4,4,0.46,0.518,3,True,Arachitol Kids
HCP01727,Obstetrician-Gynecologist,TR08,North,T2,21,69.0,5,5,0.346,0.557,6,True,Uprise-D3
HCP01728,Pediatrician,TR04,North,T2,5,544.0,4,3,0.143,0.796,7,True,Kidrich D3 Nano
HCP01729,Pediatrician,TR14,West,T1,15,330.0,3,4,0.22,0.592,2,True,Arachitol Kids
HCP01730,General Practitioner,TR04,North,T2,13,105.0,3,2,0.016,,3,False,Arachitol Kids
HCP01731,Pediatrician,TR10,North,T2,13,895.0,4,4,0.146,0.907,6,False,D3 Must Forte
HCP01732,Pediatrician,TR19,Central,T2,14,464.0,3,4,0.519,0.522,10,True,Arachitol Kids
HCP01733,Obstetrician-Gynecologist,TR28,South,T1,21,114.0,4,3,0.054,0.561,7,False,D3 Must Forte
HCP01734,General Practitioner,TR09,North,T2,16,89.0,4,3,0.024,0.16,7,False,D3 Must Forte
HCP01735,Obstetrician-Gynecologist,TR28,South,T1,24,132.0,4,5,0.555,0.451,3,True,Arachitol Kids
HCP01736,Pediatrician,TR01,North,T1,22,511.0,5,3,0.28,0.308,4,True,Ultra D3
HCP01737,General Practitioner,TR36,East,T2,27,131.0,3,2,0.069,0.282,8,False,Kidrich D3 Nano
HCP01738,General Practitioner,TR19,Central,T2,13,160.0,5,3,0.034,0.446,9,False,Ultra D3
HCP01739,General Practitioner,TR16,West,T1,9,113.0,3,4,0.117,0.612,8,True,Arachitol Kids
HCP01740,General Practitioner,TR24,South,T1,7,258.0,4,3,0.431,0.766,5,True,Kidrich D3 Nano
HCP01741,General Practitioner,TR16,West,T1,7,96.0,4,3,0.125,0.971,5,False,Arachitol Kids
HCP01742,Obstetrician-Gynecologist,TR15,West,T2,13,84.0,4,2,0.087,0.513,2,True,Uprise-D3
HCP01743,Pediatrician,TR14,West,T1,27,223.0,5,5,0.428,0.349,9,True,Arachitol Kids
HCP01744,Pediatrician,TR36,East,T2,21,405.0,4,4,0.208,0.221,7,False,Other / Generic
HCP01745,Pediatrician,TR31,East,T1,16,282.0,5,4,0.125,0.423,3,False,Kidrich D3 Nano
HCP01746,Pediatrician,TR18,West,T3,9,173.0,4,3,0.367,0.763,5,False,Uprise-D3
HCP01747,General Practitioner,TR29,South,T2,6,217.0,4,2,0.035,0.759,5,False,Arachitol Kids
HCP01748,Pediatrician,TR05,North,T2,11,346.0,5,3,0.431,0.649,5,True,Other / Generic
HCP01749,Pediatrician,TR19,Central,T2,6,881.0,4,3,0.161,0.695,7,False,Arachitol Kids
HCP01750,Obstetrician-Gynecologist,TR16,West,T1,40,56.0,4,4,0.171,0.457,6,False,D3 Must Forte
HCP01751,Obstetrician-Gynecologist,TR13,West,T1,24,177.0,4,4,0.241,0.503,5,False,Arachitol Kids
HCP01752,Pediatrician,TR32,East,T3,7,323.0,4,3,0.157,0.484,2,False,Uprise-D3
HCP01753,Pediatrician,TR29,South,T2,8,190.0,4,3,0.069,0.571,0,False,Arachitol Kids
HCP01754,Pediatrician,TR32,East,T3,23,372.0,5,4,0.667,0.158,12,True,D3 Must Forte
HCP01755,Pediatrician,TR24,South,T1,30,218.0,5,3,0.173,0.127,2,False,Other / Generic
HCP01756,Pediatrician,TR14,West,T1,11,503.0,4,3,0.454,0.721,8,True,Uprise-D3
HCP01757,Pediatrician,TR27,South,T2,10,190.0,4,5,0.609,0.539,4,True,No alternative (DePURA loyal)
HCP01758,General Practitioner,TR03,North,T2,10,194.0,3,4,0.071,0.345,8,False,D3 Must Forte
HCP01759,Pediatrician,TR30,South,T2,35,227.0,4,4,0.64,0.04,8,True,Other / Generic
HCP01760,Pediatrician,TR01,North,T1,16,455.0,4,3,0.175,0.777,5,True,Ultra D3
HCP01761,General Practitioner,TR29,South,T2,16,283.0,3,2,0.062,0.411,5,False,Uprise-D3
HCP01762,Pediatrician,TR26,South,T1,26,225.0,4,4,0.367,0.205,3,True,D3 Must Forte
HCP01763,Pediatrician,TR02,North,T1,7,547.0,5,5,0.545,0.535,5,False,Arachitol Kids
HCP01764,Pediatrician,TR05,North,T2,17,249.0,4,4,0.209,0.499,5,True,Uprise-D3
HCP01765,Pediatrician,TR16,West,T1,20,370.0,5,4,0.171,0.57,5,False,Arachitol Kids
HCP01766,Pediatrician,TR12,West,T1,21,352.0,4,4,0.189,0.212,5,True,Uprise-D3
HCP01767,Pediatrician,TR31,East,T1,5,791.0,4,4,0.512,0.279,8,False,Arachitol Kids
HCP01768,Pediatrician,TR08,North,T2,8,503.0,5,4,0.494,0.561,10,True,D3 Must Forte
HCP01769,Obstetrician-Gynecologist,TR15,West,T2,9,119.0,5,3,0.142,0.592,8,False,D3 Must Forte
HCP01770,Obstetrician-Gynecologist,TR11,North,T3,31,107.0,3,4,0.113,0.276,3,False,D3 Must Forte
HCP01771,Pediatrician,TR04,North,T2,33,192.0,4,5,0.485,0.527,10,False,D3 Must Forte
HCP01772,Obstetrician-Gynecologist,TR11,North,T3,32,129.0,4,3,0.207,0.737,6,True,Uprise-D3
HCP01773,Pediatrician,TR31,East,T1,9,186.0,4,5,0.56,0.605,10,True,Other / Generic
HCP01774,Pediatrician,TR26,South,T1,17,968.0,4,5,0.149,0.442,4,False,Ultra D3
HCP01775,Pediatrician,TR32,East,T3,10,236.0,5,5,0.627,0.725,7,True,No alternative (DePURA loyal)
HCP01776,Pediatrician,TR15,West,T2,23,253.0,4,4,0.513,0.416,7,True,Other / Generic
HCP01777,Pediatrician,TR10,North,T2,10,137.0,4,4,0.384,0.472,7,True,D3 Must Forte
HCP01778,Neonatologist,TR01,North,T1,8,214.0,5,5,0.334,0.656,6,True,Arachitol Kids
HCP01779,Pediatrician,TR18,West,T3,7,250.0,5,5,0.554,0.882,5,False,Ultra D3
HCP01780,Pediatrician,TR01,North,T1,12,282.0,4,4,0.366,0.657,5,True,Arachitol Kids
HCP01781,Pediatrician,TR01,North,T1,8,231.0,4,3,0.248,0.645,9,True,Arachitol Kids
HCP01782,Obstetrician-Gynecologist,TR23,South,T1,5,274.0,5,3,0.121,0.663,8,True,D3 Must Forte
HCP01783,Pediatrician,TR06,North,T2,18,759.0,5,4,0.333,0.307,7,True,Arachitol Kids
HCP01784,Obstetrician-Gynecologist,TR21,Central,T3,16,224.0,5,4,0.074,0.807,3,False,D3 Must Forte
HCP01785,Pediatrician,TR22,Central,T3,9,254.0,5,4,0.632,0.651,7,True,No alternative (DePURA loyal)
HCP01786,General Practitioner,TR26,South,T1,17,126.0,4,3,0.048,0.468,2,True,Uprise-D3
HCP01787,Pediatrician,TR14,West,T1,7,358.0,4,4,0.508,0.722,6,True,Arachitol Kids
HCP01788,Pediatrician,TR26,South,T1,14,400.0,5,4,0.512,0.503,5,True,D3 Must Forte
HCP01789,Pediatrician,TR14,West,T1,20,750.0,3,4,0.272,0.386,7,False,Arachitol Kids
HCP01790,Pediatrician,TR03,North,T2,16,215.0,4,4,0.4,0.527,5,True,Other / Generic
HCP01791,Pediatrician,TR13,West,T1,17,560.0,5,3,0.116,0.494,8,False,Arachitol Kids
HCP01792,Pediatrician,TR01,North,T1,13,202.0,4,4,0.353,0.487,7,False,Uprise-D3
HCP01793,General Practitioner,TR16,West,T1,18,249.0,4,2,0.018,0.632,1,False,Uprise-D3
HCP01794,General Practitioner,TR27,South,T2,9,112.0,3,4,0.181,0.634,11,False,Arachitol Kids
HCP01795,Pediatrician,TR28,South,T1,19,238.0,5,3,0.457,0.654,5,True,Kidrich D3 Nano
HCP01796,General Practitioner,TR10,North,T2,9,81.0,4,4,0.081,0.548,3,False,Other / Generic
HCP01797,General Practitioner,TR03,North,T2,13,136.0,3,4,0.138,0.267,1,False,Uprise-D3
HCP01798,Neonatologist,TR07,North,T3,32,101.0,3,3,0.07,0.079,4,True,Ultra D3
HCP01799,Pediatrician,TR36,East,T2,1,328.0,3,4,0.475,0.536,9,False,Kidrich D3 Nano
HCP01800,Pediatrician,TR13,West,T1,17,271.0,5,3,0.403,0.477,4,True,Uprise-D3
HCP01801,Neonatologist,TR16,West,T1,5,349.0,4,4,0.053,0.586,2,False,D3 Must Forte
HCP01802,Neonatologist,TR02,North,T1,22,109.0,5,2,0.127,0.524,5,True,Uprise-D3
HCP01803,Neonatologist,TR28,South,T1,15,347.0,3,3,0.237,0.763,5,False,Arachitol Kids
HCP01804,General Practitioner,TR16,West,T1,12,168.0,3,3,0.078,0.495,2,False,D3 Must Forte
HCP01805,General Practitioner,TR02,North,T1,17,346.0,4,3,0.101,0.636,7,True,D3 Must Forte
HCP01806,Neonatologist,TR16,West,T1,21,307.0,5,4,0.274,0.539,4,True,D3 Must Forte
HCP01807,Pediatrician,TR26,South,T1,14,412.0,4,4,0.241,0.432,7,True,Arachitol Kids
HCP01808,Pediatrician,TR16,West,T1,3,230.0,5,3,0.254,0.757,1,False,Arachitol Kids
HCP01809,Neonatologist,TR35,East,T2,8,180.0,5,3,0.263,0.492,2,True,Arachitol Kids
HCP01810,Obstetrician-Gynecologist,TR31,East,T1,15,78.0,4,3,0.076,0.502,3,False,D3 Must Forte
HCP01811,Pediatrician,TR19,Central,T2,16,173.0,4,4,0.372,0.503,2,True,D3 Must Forte
HCP01812,Pediatrician,TR33,East,T2,19,274.0,4,5,0.185,0.512,10,False,Other / Generic
HCP01813,Obstetrician-Gynecologist,TR28,South,T1,10,59.0,4,3,0.068,0.593,6,False,Other / Generic
HCP01814,Pediatrician,TR14,West,T1,11,270.0,4,5,0.584,0.57,4,True,Kidrich D3 Nano
HCP01815,General Practitioner,TR28,South,T1,6,192.0,3,3,0.218,0.499,6,False,Other / Generic
HCP01816,Pediatrician,TR18,West,T3,6,323.0,4,4,0.125,1.0,4,False,Ultra D3
HCP01817,Pediatrician,TR20,Central,T2,30,195.0,3,5,0.292,0.669,5,False,Uprise-D3
