hcp_id,specialty,territory_id,region,city_tier,monthly_patient_volume,recommendation_rate,digital_engagement,pre_recall_prescriber,hcp_segment
HCP01562,Pediatrician,TR10,North,T2,473.0,0.186,0.565,False,High-volume non/under-user
HCP01563,General Practitioner,TR33,East,T2,205.0,0.11,0.11,True,High-volume non/under-user
HCP01564,Pediatrician,TR12,West,T1,154.0,0.1,0.272,False,Low-opportunity
HCP01565,General Practitioner,TR04,North,T2,159.0,0.091,0.716,False,Emerging
HCP01566,Pediatrician,TR08,North,T2,200.0,0.426,0.718,False,Low-opportunity
HCP01567,General Practitioner,TR12,West,T1,194.0,0.136,0.509,False,High-volume non/under-user
HCP01568,Obstetrician-Gynecologist,TR19,Central,T2,145.0,0.063,0.996,False,Emerging
HCP01569,Pediatrician,TR02,North,T1,245.0,0.075,0.36,False,Low-opportunity
HCP01570,General Practitioner,TR30,South,T2,90.0,0.038,0.29,False,Low-opportunity
HCP01571,General Practitioner,TR31,East,T1,103.0,0.251,0.595,True,Low-opportunity
HCP01572,General Practitioner,TR13,West,T1,225.0,0.085,0.582,False,High-volume non/under-user
HCP01573,Pediatrician,TR28,South,T1,631.0,0.125,0.124,False,High-volume non/under-user
HCP01574,General Practitioner,TR23,South,T1,80.0,0.062,0.712,True,Low-opportunity
HCP01575,Pediatrician,TR30,South,T2,289.0,0.102,0.652,False,Low-opportunity
HCP01576,Pediatrician,TR12,West,T1,311.0,0.176,0.5,False,Low-opportunity
HCP01577,Pediatrician,TR23,South,T1,207.0,0.249,0.706,True,Low-opportunity
HCP01578,Pediatrician,TR02,North,T1,517.0,0.464,0.708,True,High-volume advocate
HCP01579,Pediatrician,TR01,North,T1,178.0,0.39,0.592,False,Low-opportunity
HCP01580,General Practitioner,TR31,East,T1,68.0,0.036,0.398,False,Low-opportunity
HCP01581,General Practitioner,TR12,West,T1,120.0,0.217,0.536,True,Low-opportunity
HCP01582,Pediatrician,TR16,West,T1,179.0,0.09,0.187,False,Low-opportunity
HCP01583,Pediatrician,TR10,North,T2,208.0,0.102,0.602,False,Low-opportunity
HCP01584,General Practitioner,TR31,East,T1,163.0,0.063,0.248,True,Low-opportunity
HCP01585,Pediatrician,TR14,West,T1,227.0,0.448,0.438,True,Low-opportunity
HCP01586,General Practitioner,TR07,North,T3,151.0,0.165,0.847,False,Emerging
HCP01587,Pediatrician,TR23,South,T1,334.0,0.18,0.357,False,Low-opportunity
HCP01588,Obstetrician-Gynecologist,TR08,North,T2,106.0,0.07,0.893,False,Low-opportunity
HCP01589,Pediatrician,TR11,North,T3,178.0,0.039,0.515,True,Low-opportunity
HCP01590,General Practitioner,TR24,South,T1,274.0,0.037,0.224,False,High-volume non/under-user
HCP01591,Pediatrician,TR34,East,T3,281.0,0.151,0.532,True,Low-opportunity
HCP01592,Pediatrician,TR27,South,T2,101.0,0.387,0.269,True,Low-opportunity
HCP01593,Neonatologist,TR04,North,T2,169.0,0.144,0.659,True,Low-opportunity
HCP01594,Obstetrician-Gynecologist,TR13,West,T1,133.0,0.344,0.241,True,Low-opportunity
HCP01595,Pediatrician,TR28,South,T1,428.0,0.543,0.419,True,High-volume advocate
HCP01596,Pediatrician,TR12,West,T1,282.0,0.326,0.483,True,Low-opportunity
HCP01597,Obstetrician-Gynecologist,TR27,South,T2,51.0,0.13,0.859,False,Low-opportunity
HCP01598,Pediatrician,TR16,West,T1,387.0,0.162,0.411,False,Low-opportunity
HCP01599,Neonatologist,TR31,East,T1,91.0,0.117,0.27,True,Low-opportunity
HCP01600,Pediatrician,TR14,West,T1,468.0,0.166,0.699,False,High-volume non/under-user
HCP01601,Pediatrician,TR33,East,T2,539.0,0.074,0.528,False,High-volume non/under-user
HCP01602,Pediatrician,TR15,West,T2,717.0,0.163,0.622,False,High-volume non/under-user
HCP01603,Pediatrician,TR26,South,T1,410.0,0.13,0.652,True,Emerging
HCP01604,Pediatrician,TR08,North,T2,345.0,0.426,0.548,False,Low-opportunity
HCP01605,Pediatrician,TR19,Central,T2,303.0,0.507,0.614,True,Emerging
HCP01606,Obstetrician-Gynecologist,TR13,West,T1,94.0,0.296,,True,Low-opportunity
HCP01607,Pediatrician,TR01,North,T1,414.0,0.196,0.645,True,Emerging
HCP01608,General Practitioner,TR16,West,T1,187.0,0.077,0.543,False,High-volume non/under-user
HCP01609,Pediatrician,TR06,North,T2,226.0,0.406,0.525,True,Low-opportunity
HCP01610,General Practitioner,TR34,East,T3,165.0,0.072,0.699,True,Emerging
HCP01611,Pediatrician,TR28,South,T1,294.0,0.625,0.766,False,Low-opportunity
HCP01612,General Practitioner,TR27,South,T2,243.0,0.083,0.501,False,High-volume non/under-user
HCP01613,General Practitioner,TR16,West,T1,219.0,0.089,0.889,True,High-volume non/under-user
HCP01614,Obstetrician-Gynecologist,TR11,North,T3,184.0,0.056,0.546,False,High-volume non/under-user
HCP01615,Obstetrician-Gynecologist,TR13,West,T1,177.0,0.079,0.292,False,High-volume non/under-user
HCP01616,Pediatrician,TR08,North,T2,314.0,0.722,0.378,True,Low-opportunity
HCP01617,Pediatrician,TR21,Central,T3,214.0,0.279,0.669,False,Low-opportunity
HCP01618,Pediatrician,TR28,South,T1,580.0,0.78,0.833,True,High-volume advocate
HCP01619,General Practitioner,TR07,North,T3,76.0,0.106,0.362,True,Low-opportunity
HCP01620,Pediatrician,TR01,North,T1,440.0,0.629,0.676,True,High-volume advocate
HCP01621,Obstetrician-Gynecologist,TR04,North,T2,81.0,0.049,0.781,False,Low-opportunity
HCP01622,Neonatologist,TR16,West,T1,221.0,0.129,0.555,True,Low-opportunity
HCP01623,Pediatrician,TR01,North,T1,349.0,0.258,0.457,False,Low-opportunity
HCP01624,Pediatrician,TR15,West,T2,565.0,0.047,0.814,False,High-volume non/under-user
HCP01625,Pediatrician,TR03,North,T2,301.0,0.558,0.473,True,Low-opportunity
HCP01626,Pediatrician,TR03,North,T2,778.0,0.171,0.704,False,High-volume non/under-user
HCP01627,Pediatrician,TR26,South,T1,281.0,0.176,0.674,False,Low-opportunity
HCP01628,Pediatrician,TR36,East,T2,377.0,0.178,0.618,False,Emerging
HCP01629,Obstetrician-Gynecologist,TR08,North,T2,116.0,0.353,0.841,True,Emerging
HCP01630,General Practitioner,TR09,North,T2,130.0,0.03,0.476,False,Low-opportunity
HCP01631,Pediatrician,TR12,West,T1,162.0,0.202,0.494,True,Low-opportunity
HCP01632,Pediatrician,TR28,South,T1,360.0,0.559,0.66,False,Emerging
HCP01633,General Practitioner,TR18,West,T3,252.0,0.15,0.706,False,High-volume non/under-user
HCP01634,Pediatrician,TR22,Central,T3,609.0,0.421,0.404,False,High-volume advocate
HCP01635,Obstetrician-Gynecologist,TR20,Central,T2,143.0,0.386,0.652,True,Emerging
HCP01636,Pediatrician,TR33,East,T2,401.0,0.596,0.461,True,Low-opportunity
HCP01637,Neonatologist,TR01,North,T1,246.0,0.384,0.501,True,Low-opportunity
HCP01638,General Practitioner,TR05,North,T2,162.0,0.154,0.842,False,Emerging
HCP01639,Obstetrician-Gynecologist,TR14,West,T1,172.0,0.352,0.69,False,High-volume non/under-user
HCP01640,General Practitioner,TR17,West,T2,90.0,0.089,0.662,True,Low-opportunity
HCP01641,General Practitioner,TR03,North,T2,168.0,0.22,0.27,False,Low-opportunity
HCP01642,Pediatrician,TR31,East,T1,364.0,0.335,0.55,False,Low-opportunity
HCP01643,General Practitioner,TR25,South,T3,161.0,0.054,0.603,False,Emerging
HCP01644,General Practitioner,TR33,East,T2,118.0,0.099,0.116,False,Low-opportunity
HCP01645,Pediatrician,TR33,East,T2,576.0,0.262,0.366,True,High-volume non/under-user
HCP01646,General Practitioner,TR18,West,T3,152.0,0.136,0.925,False,Emerging
HCP01647,Pediatrician,TR30,South,T2,487.0,0.251,0.546,False,High-volume non/under-user
HCP01648,Pediatrician,TR26,South,T1,792.0,0.117,0.334,False,High-volume non/under-user
HCP01649,Pediatrician,TR14,West,T1,692.0,0.271,0.709,False,High-volume non/under-user
HCP01650,Pediatrician,TR24,South,T1,349.0,0.43,0.3,False,Low-opportunity
HCP01651,Pediatrician,TR34,East,T3,253.0,0.046,0.659,False,Low-opportunity
HCP01652,Obstetrician-Gynecologist,TR27,South,T2,63.0,0.085,,False,Low-opportunity
HCP01653,Pediatrician,TR26,South,T1,406.0,0.173,0.718,True,Emerging
HCP01654,Obstetrician-Gynecologist,TR09,North,T2,288.0,0.073,0.407,False,High-volume non/under-user
HCP01655,Neonatologist,TR29,South,T2,102.0,0.13,0.592,False,Low-opportunity
HCP01656,Pediatrician,TR14,West,T1,569.0,0.308,0.195,False,High-volume non/under-user
HCP01657,General Practitioner,TR24,South,T1,76.0,0.048,0.522,False,Low-opportunity
HCP01658,Pediatrician,TR25,South,T3,183.0,0.091,0.342,False,Low-opportunity
HCP01659,Obstetrician-Gynecologist,TR19,Central,T2,77.0,0.16,0.59,True,Low-opportunity
HCP01660,Pediatrician,TR06,North,T2,739.0,0.371,0.933,True,High-volume non/under-user
HCP01661,Pediatrician,TR26,South,T1,409.0,0.323,0.738,True,Emerging
HCP01662,Pediatrician,TR10,North,T2,353.0,0.105,0.503,False,Low-opportunity
HCP01663,General Practitioner,TR11,North,T3,182.0,0.057,0.608,False,Emerging
HCP01664,Pediatrician,TR04,North,T2,200.0,0.223,0.556,False,Low-opportunity
HCP01665,Pediatrician,TR23,South,T1,491.0,0.242,0.55,False,High-volume non/under-user
HCP01666,Obstetrician-Gynecologist,TR04,North,T2,67.0,0.092,0.496,True,Low-opportunity
HCP01667,Pediatrician,TR13,West,T1,330.0,0.091,0.585,False,Low-opportunity
HCP01668,General Practitioner,TR31,East,T1,248.0,0.085,0.523,False,High-volume non/under-user
HCP01669,General Practitioner,TR16,West,T1,117.0,0.031,0.419,False,Low-opportunity
HCP01670,Pediatrician,TR31,East,T1,475.0,0.32,0.467,False,High-volume non/under-user
HCP01671,Pediatrician,TR17,West,T2,200.0,0.191,0.519,False,Low-opportunity
HCP01672,Pediatrician,TR07,North,T3,382.0,0.19,0.613,False,Emerging
HCP01673,Neonatologist,TR27,South,T2,104.0,0.4,0.649,True,Low-opportunity
HCP01674,General Practitioner,TR14,West,T1,134.0,0.133,0.621,False,Emerging
HCP01675,Pediatrician,TR35,East,T2,377.0,0.116,0.715,False,Emerging
HCP01676,Obstetrician-Gynecologist,TR11,North,T3,138.0,0.062,0.73,False,Emerging
HCP01677,Pediatrician,TR29,South,T2,183.0,0.531,0.691,True,Low-opportunity
HCP01678,Pediatrician,TR18,West,T3,326.0,0.512,0.731,True,Emerging
HCP01679,Pediatrician,TR30,South,T2,265.0,0.1,0.536,False,Low-opportunity
HCP01680,General Practitioner,TR07,North,T3,133.0,0.071,0.386,False,Low-opportunity
HCP01681,Pediatrician,TR24,South,T1,201.0,0.589,0.569,True,Low-opportunity
HCP01682,General Practitioner,TR03,North,T2,147.0,0.22,0.805,False,Emerging
HCP01683,Pediatrician,TR28,South,T1,262.0,0.165,0.714,False,Low-opportunity
HCP01684,General Practitioner,TR10,North,T2,84.0,0.089,0.916,False,Low-opportunity
HCP01685,Obstetrician-Gynecologist,TR16,West,T1,73.0,0.03,0.7,False,Low-opportunity
HCP01686,Pediatrician,TR24,South,T1,249.0,0.24,0.433,True,Low-opportunity
HCP01687,Pediatrician,TR16,West,T1,430.0,0.214,0.897,False,High-volume non/under-user
HCP01688,General Practitioner,TR28,South,T1,187.0,0.098,0.724,False,High-volume non/under-user
HCP01689,Pediatrician,TR25,South,T3,143.0,0.322,0.486,True,Low-opportunity
HCP01690,Pediatrician,TR04,North,T2,508.0,0.204,0.858,False,High-volume non/under-user
HCP01691,General Practitioner,TR28,South,T1,183.0,0.102,0.667,False,Emerging
HCP01692,Pediatrician,TR16,West,T1,293.0,0.384,0.729,False,Low-opportunity
HCP01693,General Practitioner,TR23,South,T1,71.0,0.204,0.284,True,Low-opportunity
HCP01694,Pediatrician,TR09,North,T2,315.0,0.211,0.329,False,Low-opportunity
HCP01695,Pediatrician,TR16,West,T1,256.0,0.354,0.454,True,Low-opportunity
HCP01696,General Practitioner,TR28,South,T1,187.0,0.058,1.0,False,High-volume non/under-user
HCP01697,General Practitioner,TR33,East,T2,151.0,0.174,0.443,False,Low-opportunity
HCP01698,Pediatrician,TR33,East,T2,487.0,0.248,0.276,False,High-volume non/under-user
HCP01699,Pediatrician,TR26,South,T1,272.0,0.181,0.647,False,Low-opportunity
HCP01700,Pediatrician,TR02,North,T1,349.0,0.633,0.578,True,Low-opportunity
HCP01701,Pediatrician,TR16,West,T1,359.0,0.233,0.64,True,Emerging
HCP01702,Neonatologist,TR08,North,T2,215.0,0.378,0.255,True,Low-opportunity
HCP01703,Pediatrician,TR26,South,T1,671.0,0.128,0.525,True,High-volume non/under-user
HCP01704,General Practitioner,TR05,North,T2,91.0,0.016,0.486,False,Low-opportunity
HCP01705,Pediatrician,TR36,East,T2,338.0,0.081,0.67,False,Emerging
HCP01706,Pediatrician,TR08,North,T2,996.0,0.293,0.505,False,High-volume non/under-user
HCP01707,General Practitioner,TR01,North,T1,52.0,0.087,0.602,True,Low-opportunity
HCP01708,General Practitioner,TR30,South,T2,187.0,0.109,0.441,False,High-volume non/under-user
HCP01709,Pediatrician,TR08,North,T2,231.0,0.485,0.413,True,Low-opportunity
HCP01710,Pediatrician,TR01,North,T1,240.0,0.604,0.791,True,Low-opportunity
HCP01711,Pediatrician,TR20,Central,T2,178.0,0.312,0.536,True,Low-opportunity
HCP01712,Pediatrician,TR35,East,T2,382.0,0.073,0.725,False,Emerging
HCP01713,General Practitioner,TR12,West,T1,98.0,0.062,0.449,False,Low-opportunity
HCP01714,Pediatrician,TR15,West,T2,178.0,0.498,0.574,False,Low-opportunity
HCP01715,Pediatrician,TR10,North,T2,378.0,0.301,0.655,False,Emerging
HCP01716,Pediatrician,TR21,Central,T3,252.0,0.074,0.34,False,Low-opportunity
HCP01717,Obstetrician-Gynecologist,TR13,West,T1,97.0,0.075,0.588,False,Low-opportunity
HCP01718,Pediatrician,TR23,South,T1,523.0,0.165,0.729,False,High-volume non/under-user
HCP01719,General Practitioner,TR16,West,T1,129.0,0.151,0.793,True,Low-opportunity
HCP01720,Pediatrician,TR33,East,T2,435.0,0.472,0.637,False,High-volume advocate
HCP01721,Pediatrician,TR24,South,T1,223.0,0.359,0.579,False,Low-opportunity
HCP01722,Pediatrician,TR25,South,T3,221.0,0.561,0.661,False,Low-opportunity
HCP01723,General Practitioner,TR17,West,T2,168.0,0.232,0.538,False,Low-opportunity
HCP01724,Pediatrician,TR12,West,T1,224.0,0.108,0.72,False,Low-opportunity
HCP01725,Neonatologist,TR13,West,T1,553.0,0.39,0.722,True,High-volume non/under-user
HCP01726,Pediatrician,TR18,West,T3,377.0,0.46,0.518,True,Low-opportunity
HCP01727,Obstetrician-Gynecologist,TR08,North,T2,69.0,0.346,0.557,True,Low-opportunity
HCP01728,Pediatrician,TR04,North,T2,544.0,0.143,0.796,True,High-volume non/under-user
HCP01729,Pediatrician,TR14,West,T1,330.0,0.22,0.592,True,Low-opportunity
HCP01730,General Practitioner,TR04,North,T2,105.0,0.016,,False,Low-opportunity
HCP01731,Pediatrician,TR10,North,T2,895.0,0.146,0.907,False,High-volume non/under-user
HCP01732,Pediatrician,TR19,Central,T2,464.0,0.519,0.522,True,High-volume advocate
HCP01733,Obstetrician-Gynecologist,TR28,South,T1,114.0,0.054,0.561,False,Low-opportunity
HCP01734,General Practitioner,TR09,North,T2,89.0,0.024,0.16,False,Low-opportunity
HCP01735,Obstetrician-Gynecologist,TR28,South,T1,132.0,0.555,0.451,True,Low-opportunity
HCP01736,Pediatrician,TR01,North,T1,511.0,0.28,0.308,True,High-volume non/under-user
HCP01737,General Practitioner,TR36,East,T2,131.0,0.069,0.282,False,Low-opportunity
HCP01738,General Practitioner,TR19,Central,T2,160.0,0.034,0.446,False,Low-opportunity
HCP01739,General Practitioner,TR16,West,T1,113.0,0.117,0.612,True,Low-opportunity
HCP01740,General Practitioner,TR24,South,T1,258.0,0.431,0.766,True,High-volume advocate
HCP01741,General Practitioner,TR16,West,T1,96.0,0.125,0.971,False,Low-opportunity
HCP01742,Obstetrician-Gynecologist,TR15,West,T2,84.0,0.087,0.513,True,Low-opportunity
HCP01743,Pediatrician,TR14,West,T1,223.0,0.428,0.349,True,Low-opportunity
HCP01744,Pediatrician,TR36,East,T2,405.0,0.208,0.221,False,Low-opportunity
HCP01745,Pediatrician,TR31,East,T1,282.0,0.125,0.423,False,Low-opportunity
HCP01746,Pediatrician,TR18,West,T3,173.0,0.367,0.763,False,Low-opportunity
HCP01747,General Practitioner,TR29,South,T2,217.0,0.035,0.759,False,High-volume non/under-user
HCP01748,Pediatrician,TR05,North,T2,346.0,0.431,0.649,True,Emerging
HCP01749,Pediatrician,TR19,Central,T2,881.0,0.161,0.695,False,High-volume non/under-user
HCP01750,Obstetrician-Gynecologist,TR16,West,T1,56.0,0.171,0.457,False,Low-opportunity
HCP01751,Obstetrician-Gynecologist,TR13,West,T1,177.0,0.241,0.503,False,High-volume non/under-user
HCP01752,Pediatrician,TR32,East,T3,323.0,0.157,0.484,False,Low-opportunity
HCP01753,Pediatrician,TR29,South,T2,190.0,0.069,0.571,False,Low-opportunity
HCP01754,Pediatrician,TR32,East,T3,372.0,0.667,0.158,True,Low-opportunity
HCP01755,Pediatrician,TR24,South,T1,218.0,0.173,0.127,False,Low-opportunity
HCP01756,Pediatrician,TR14,West,T1,503.0,0.454,0.721,True,High-volume advocate
HCP01757,Pediatrician,TR27,South,T2,190.0,0.609,0.539,True,Low-opportunity
HCP01758,General Practitioner,TR03,North,T2,194.0,0.071,0.345,False,High-volume non/under-user
HCP01759,Pediatrician,TR30,South,T2,227.0,0.64,0.04,True,Low-opportunity
HCP01760,Pediatrician,TR01,North,T1,455.0,0.175,0.777,True,High-volume non/under-user
HCP01761,General Practitioner,TR29,South,T2,283.0,0.062,0.411,False,High-volume non/under-user
HCP01762,Pediatrician,TR26,South,T1,225.0,0.367,0.205,True,Low-opportunity
HCP01763,Pediatrician,TR02,North,T1,547.0,0.545,0.535,False,High-volume advocate
HCP01764,Pediatrician,TR05,North,T2,249.0,0.209,0.499,True,Low-opportunity
HCP01765,Pediatrician,TR16,West,T1,370.0,0.171,0.57,False,Low-opportunity
HCP01766,Pediatrician,TR12,West,T1,352.0,0.189,0.212,True,Low-opportunity
HCP01767,Pediatrician,TR31,East,T1,791.0,0.512,0.279,False,High-volume advocate
HCP01768,Pediatrician,TR08,North,T2,503.0,0.494,0.561,True,High-volume advocate
HCP01769,Obstetrician-Gynecologist,TR15,West,T2,119.0,0.142,0.592,False,Low-opportunity
HCP01770,Obstetrician-Gynecologist,TR11,North,T3,107.0,0.113,0.276,False,Low-opportunity
HCP01771,Pediatrician,TR04,North,T2,192.0,0.485,0.527,False,Low-opportunity
HCP01772,Obstetrician-Gynecologist,TR11,North,T3,129.0,0.207,0.737,True,Emerging
HCP01773,Pediatrician,TR31,East,T1,186.0,0.56,0.605,True,Low-opportunity
HCP01774,Pediatrician,TR26,South,T1,968.0,0.149,0.442,False,High-volume non/under-user
HCP01775,Pediatrician,TR32,East,T3,236.0,0.627,0.725,True,Low-opportunity
HCP01776,Pediatrician,TR15,West,T2,253.0,0.513,0.416,True,Low-opportunity
HCP01777,Pediatrician,TR10,North,T2,137.0,0.384,0.472,True,Low-opportunity
HCP01778,Neonatologist,TR01,North,T1,214.0,0.334,0.656,True,Emerging
HCP01779,Pediatrician,TR18,West,T3,250.0,0.554,0.882,False,Low-opportunity
HCP01780,Pediatrician,TR01,North,T1,282.0,0.366,0.657,True,Low-opportunity
HCP01781,Pediatrician,TR01,North,T1,231.0,0.248,0.645,True,Low-opportunity
HCP01782,Obstetrician-Gynecologist,TR23,South,T1,274.0,0.121,0.663,True,High-volume non/under-user
HCP01783,Pediatrician,TR06,North,T2,759.0,0.333,0.307,True,High-volume non/under-user
HCP01784,Obstetrician-Gynecologist,TR21,Central,T3,224.0,0.074,0.807,False,High-volume non/under-user
HCP01785,Pediatrician,TR22,Central,T3,254.0,0.632,0.651,True,Low-opportunity
HCP01786,General Practitioner,TR26,South,T1,126.0,0.048,0.468,True,Low-opportunity
HCP01787,Pediatrician,TR14,West,T1,358.0,0.508,0.722,True,Emerging
HCP01788,Pediatrician,TR26,South,T1,400.0,0.512,0.503,True,Low-opportunity
HCP01789,Pediatrician,TR14,West,T1,750.0,0.272,0.386,False,High-volume non/under-user
HCP01790,Pediatrician,TR03,North,T2,215.0,0.4,0.527,True,Low-opportunity
HCP01791,Pediatrician,TR13,West,T1,560.0,0.116,0.494,False,High-volume non/under-user
HCP01792,Pediatrician,TR01,North,T1,202.0,0.353,0.487,False,Low-opportunity
HCP01793,General Practitioner,TR16,West,T1,249.0,0.018,0.632,False,High-volume non/under-user
HCP01794,General Practitioner,TR27,South,T2,112.0,0.181,0.634,False,Low-opportunity
HCP01795,Pediatrician,TR28,South,T1,238.0,0.457,0.654,True,Low-opportunity
HCP01796,General Practitioner,TR10,North,T2,81.0,0.081,0.548,False,Low-opportunity
HCP01797,General Practitioner,TR03,North,T2,136.0,0.138,0.267,False,Low-opportunity
HCP01798,Neonatologist,TR07,North,T3,101.0,0.07,0.079,True,Low-opportunity
HCP01799,Pediatrician,TR36,East,T2,328.0,0.475,0.536,False,Low-opportunity
HCP01800,Pediatrician,TR13,West,T1,271.0,0.403,0.477,True,Low-opportunity
HCP01801,Neonatologist,TR16,West,T1,349.0,0.053,0.586,False,High-volume non/under-user
HCP01802,Neonatologist,TR02,North,T1,109.0,0.127,0.524,True,Low-opportunity
HCP01803,Neonatologist,TR28,South,T1,347.0,0.237,0.763,False,High-volume non/under-user
HCP01804,General Practitioner,TR16,West,T1,168.0,0.078,0.495,False,Low-opportunity
HCP01805,General Practitioner,TR02,North,T1,346.0,0.101,0.636,True,High-volume non/under-user
HCP01806,Neonatologist,TR16,West,T1,307.0,0.274,0.539,True,High-volume non/under-user
HCP01807,Pediatrician,TR26,South,T1,412.0,0.241,0.432,True,Low-opportunity
HCP01808,Pediatrician,TR16,West,T1,230.0,0.254,0.757,False,Low-opportunity
HCP01809,Neonatologist,TR35,East,T2,180.0,0.263,0.492,True,Low-opportunity
HCP01810,Obstetrician-Gynecologist,TR31,East,T1,78.0,0.076,0.502,False,Low-opportunity
HCP01811,Pediatrician,TR19,Central,T2,173.0,0.372,0.503,True,Low-opportunity
